"category","group","measure","year","value"
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2025,23134.929
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2025,30356.029
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2025,76953.345
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2025,9798.767
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2025,15742.781
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2025,20220.018
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2025,68657.78
"All","All","net per capita cash",2025,32844.486
"Age","62-69","net per capita cash",2025,32773.293
"Age","70-74","net per capita cash",2025,36068.266
"Age","75-79","net per capita cash",2025,33231.099
"Age","80-84","net per capita cash",2025,30984.223
"Age","85+","net per capita cash",2025,26847.37
"Sex","Female","net per capita cash",2025,32568.851
"Sex","Male","net per capita cash",2025,33165.742
"Education","1.High School Dropout","net per capita cash",2025,14707.068
"Education","2.High School Graduate","net per capita cash",2025,26413.032
"Education","3.Some College","net per capita cash",2025,35192.037
"Education","4.College Graduate","net per capita cash",2025,47132.075
"Race Ethnicity","1.White","net per capita cash",2025,36646.724
"Race Ethnicity","2.Black","net per capita cash",2025,24900.063
"Race Ethnicity","3.Hispanic","net per capita cash",2025,19373.729
"Race Ethnicity","4.Other","net per capita cash",2025,27657.249
"Marital Status","Married","net per capita cash",2025,33093.41
"Marital Status","Widowed","net per capita cash",2025,33881.337
"Marital Status","Divorced","net per capita cash",2025,31576.708
"Marital Status","Single","net per capita cash",2025,31048.477
"Shared Work Years","0-9","net per capita cash",2025,4850.975
"Shared Work Years","10-14","net per capita cash",2025,11993.337
"Shared Work Years","15-19","net per capita cash",2025,16627.971
"Shared Work Years","20-24","net per capita cash",2025,18183.883
"Shared Work Years","25-29","net per capita cash",2025,23291.341
"Shared Work Years","30-34","net per capita cash",2025,26699.795
"Shared Work Years","35-39","net per capita cash",2025,30394.169
"Shared Work Years","40+","net per capita cash",2025,42172.879
"Own Work Years","0-9","net per capita cash",2025,11080.419
"Own Work Years","10-14","net per capita cash",2025,17293.845
"Own Work Years","15-19","net per capita cash",2025,19615.07
"Own Work Years","20-24","net per capita cash",2025,21223.122
"Own Work Years","25-29","net per capita cash",2025,23231.814
"Own Work Years","30-34","net per capita cash",2025,26353.794
"Own Work Years","35-39","net per capita cash",2025,28998.887
"Own Work Years","40+","net per capita cash",2025,41064.606
"Shared Income Quintile","bottom quintile","net per capita cash",2025,7704.749
"Shared Income Quintile","2nd quintile","net per capita cash",2025,17944.784
"Shared Income Quintile","3rd quintile","net per capita cash",2025,27869.469
"Shared Income Quintile","4th quintile","net per capita cash",2025,40961.842
"Shared Income Quintile","top quintile","net per capita cash",2025,69747.331
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2025,11407.724
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2025,22039.2
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2025,29902.057
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2025,40330.822
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2025,60543.876
"Homeownership","Home Owner","net per capita cash",2025,36462.32
"Homeownership","Renter","net per capita cash",2025,18748.611
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2025,4372.792
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2025,12743.234
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2025,22186.504
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2025,51616.92
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2025,16599.397
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2025,19881.435
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2025,25627.29
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2025,45225.102
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2025,10594.369
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2025,19985.443
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2025,26162.199
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2025,40845.75
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2025,9221.184
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2025,13952.404
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2025,17441.583
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2025,39208.859
"All","All","per capita annuity",2035,66110.355
"Age","62-69","per capita annuity",2035,68431.82
"Age","70-74","per capita annuity",2035,59651.374
"Age","75-79","per capita annuity",2035,59846.229
"Age","80-84","per capita annuity",2035,71489.01
"Age","85+","per capita annuity",2035,74895.527
"Sex","Female","per capita annuity",2035,63449.661
"Sex","Male","per capita annuity",2035,69151.653
"Education","1.High School Dropout","per capita annuity",2035,25750.798
"Education","2.High School Graduate","per capita annuity",2035,45779.441
"Education","3.Some College","per capita annuity",2035,62928.481
"Education","4.College Graduate","per capita annuity",2035,104729.001
"Race Ethnicity","1.White","per capita annuity",2035,77190.672
"Race Ethnicity","2.Black","per capita annuity",2035,39852.866
"Race Ethnicity","3.Hispanic","per capita annuity",2035,37510.038
"Race Ethnicity","4.Other","per capita annuity",2035,59785.489
"Marital Status","Married","per capita annuity",2035,64281.643
"Marital Status","Widowed","per capita annuity",2035,74068.385
"Marital Status","Divorced","per capita annuity",2035,64963.295
"Marital Status","Single","per capita annuity",2035,62649.431
"Shared Work Years","0-9","per capita annuity",2035,8561.807
"Shared Work Years","10-14","per capita annuity",2035,20116.433
"Shared Work Years","15-19","per capita annuity",2035,26742.07
"Shared Work Years","20-24","per capita annuity",2035,34569.844
"Shared Work Years","25-29","per capita annuity",2035,39460.486
"Shared Work Years","30-34","per capita annuity",2035,46005.297
"Shared Work Years","35-39","per capita annuity",2035,56717.776
"Shared Work Years","40+","per capita annuity",2035,86232.056
"Own Work Years","0-9","per capita annuity",2035,22337.991
"Own Work Years","10-14","per capita annuity",2035,28083.957
"Own Work Years","15-19","per capita annuity",2035,36539.41
"Own Work Years","20-24","per capita annuity",2035,37359.893
"Own Work Years","25-29","per capita annuity",2035,40096.163
"Own Work Years","30-34","per capita annuity",2035,45670.484
"Own Work Years","35-39","per capita annuity",2035,50727.135
"Own Work Years","40+","per capita annuity",2035,84013.848
"Shared Income Quintile","bottom quintile","per capita annuity",2035,11790.778
"Shared Income Quintile","2nd quintile","per capita annuity",2035,25219.371
"Shared Income Quintile","3rd quintile","per capita annuity",2035,40967.142
"Shared Income Quintile","4th quintile","per capita annuity",2035,67498.783
"Shared Income Quintile","top quintile","per capita annuity",2035,185092.961
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2035,18211.011
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2035,33546.498
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2035,50068.789
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2035,74343.015
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2035,154393.584
"Homeownership","Home Owner","per capita annuity",2035,75158.268
"Homeownership","Renter","per capita annuity",2035,33001.963
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2035,11712.678
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2035,22707.875
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2035,41456.896
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2035,105259.729
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2035,26345.798
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2035,28246.128
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2035,38906.882
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2035,93638.4
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2035,15405.552
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2035,27832.56
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2035,36545.057
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2035,90206.786
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2035,12422.824
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2035,18168.561
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2035,22293.907
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2035,80114.481
"All","All","per capita cash",2035,43029.832
"Age","62-69","per capita cash",2035,47620.916
"Age","70-74","per capita cash",2035,44011.651
"Age","75-79","per capita cash",2035,39511.539
"Age","80-84","per capita cash",2035,40804.428
"Age","85+","per capita cash",2035,36133.971
"Sex","Female","per capita cash",2035,42303.191
"Sex","Male","per capita cash",2035,43860.417
"Education","1.High School Dropout","per capita cash",2035,20079.106
"Education","2.High School Graduate","per capita cash",2035,33221.65
"Education","3.Some College","per capita cash",2035,43853.64
"Education","4.College Graduate","per capita cash",2035,61419.898
"Race Ethnicity","1.White","per capita cash",2035,48273.435
"Race Ethnicity","2.Black","per capita cash",2035,32583.272
"Race Ethnicity","3.Hispanic","per capita cash",2035,28427.259
"Race Ethnicity","4.Other","per capita cash",2035,39135.205
"Marital Status","Married","per capita cash",2035,42311.462
"Marital Status","Widowed","per capita cash",2035,44778.64
"Marital Status","Divorced","per capita cash",2035,43635.764
"Marital Status","Single","per capita cash",2035,42787.409
"Shared Work Years","0-9","per capita cash",2035,8105.075
"Shared Work Years","10-14","per capita cash",2035,14972.837
"Shared Work Years","15-19","per capita cash",2035,19619.278
"Shared Work Years","20-24","per capita cash",2035,24475.759
"Shared Work Years","25-29","per capita cash",2035,26858.842
"Shared Work Years","30-34","per capita cash",2035,31243.594
"Shared Work Years","35-39","per capita cash",2035,37365.547
"Shared Work Years","40+","per capita cash",2035,55082.613
"Own Work Years","0-9","per capita cash",2035,15877.259
"Own Work Years","10-14","per capita cash",2035,21261.788
"Own Work Years","15-19","per capita cash",2035,23984.843
"Own Work Years","20-24","per capita cash",2035,25454.546
"Own Work Years","25-29","per capita cash",2035,27567.106
"Own Work Years","30-34","per capita cash",2035,31507.333
"Own Work Years","35-39","per capita cash",2035,34150.42
"Own Work Years","40+","per capita cash",2035,53754.16
"Shared Income Quintile","bottom quintile","per capita cash",2035,10507.318
"Shared Income Quintile","2nd quintile","per capita cash",2035,20747.987
"Shared Income Quintile","3rd quintile","per capita cash",2035,32680.143
"Shared Income Quintile","4th quintile","per capita cash",2035,51080.317
"Shared Income Quintile","top quintile","per capita cash",2035,100141.607
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2035,15007.8
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2035,25718.766
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2035,37153.372
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2035,51271.57
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2035,86003.006
"Homeownership","Home Owner","per capita cash",2035,47950.123
"Homeownership","Renter","per capita cash",2035,25025.356
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2035,5735.96
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2035,15180.591
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2035,25805.029
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2035,69297.153
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2035,19218.165
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2035,20910.007
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2035,28366.216
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2035,59054.404
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2035,14402.486
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2035,24456.585
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2035,32099.12
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2035,53885.359
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2035,11867.697
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2035,16085.441
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2035,19380.677
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2035,50812.754
"All","All","net per capita annuity",2035,56764.82
"Age","62-69","net per capita annuity",2035,56588.192
"Age","70-74","net per capita annuity",2035,49991.914
"Age","75-79","net per capita annuity",2035,51991.625
"Age","80-84","net per capita annuity",2035,63907.863
"Age","85+","net per capita annuity",2035,68956.164
"Sex","Female","net per capita annuity",2035,54455.038
"Sex","Male","net per capita annuity",2035,59405.008
"Education","1.High School Dropout","net per capita annuity",2035,21066.955
"Education","2.High School Graduate","net per capita annuity",2035,39139.509
"Education","3.Some College","net per capita annuity",2035,53979.914
"Education","4.College Graduate","net per capita annuity",2035,90548.594
"Race Ethnicity","1.White","net per capita annuity",2035,66660.367
"Race Ethnicity","2.Black","net per capita annuity",2035,33294.079
"Race Ethnicity","3.Hispanic","net per capita annuity",2035,31262.327
"Race Ethnicity","4.Other","net per capita annuity",2035,51066.515
"Marital Status","Married","net per capita annuity",2035,54774.879
"Marital Status","Widowed","net per capita annuity",2035,65660.099
"Marital Status","Divorced","net per capita annuity",2035,55357.709
"Marital Status","Single","net per capita annuity",2035,52782.63
"Shared Work Years","0-9","net per capita annuity",2035,5234.088
"Shared Work Years","10-14","net per capita annuity",2035,16262.206
"Shared Work Years","15-19","net per capita annuity",2035,22296.575
"Shared Work Years","20-24","net per capita annuity",2035,28889.268
"Shared Work Years","25-29","net per capita annuity",2035,34138.909
"Shared Work Years","30-34","net per capita annuity",2035,39847.567
"Shared Work Years","35-39","net per capita annuity",2035,48930.906
"Shared Work Years","40+","net per capita annuity",2035,74190.213
"Own Work Years","0-9","net per capita annuity",2035,17556.797
"Own Work Years","10-14","net per capita annuity",2035,23301.994
"Own Work Years","15-19","net per capita annuity",2035,31676.315
"Own Work Years","20-24","net per capita annuity",2035,32135.391
"Own Work Years","25-29","net per capita annuity",2035,34485.354
"Own Work Years","30-34","net per capita annuity",2035,39340.632
"Own Work Years","35-39","net per capita annuity",2035,44113.889
"Own Work Years","40+","net per capita annuity",2035,72213.621
"Shared Income Quintile","bottom quintile","net per capita annuity",2035,8713.242
"Shared Income Quintile","2nd quintile","net per capita annuity",2035,21728.035
"Shared Income Quintile","3rd quintile","net per capita annuity",2035,35843.936
"Shared Income Quintile","4th quintile","net per capita annuity",2035,58345.456
"Shared Income Quintile","top quintile","net per capita annuity",2035,159208.253
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2035,14539.19
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2035,28737.159
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2035,43323.302
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2035,64604.148
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2035,132629.85
"Homeownership","Home Owner","net per capita annuity",2035,64738.367
"Homeownership","Renter","net per capita annuity",2035,27587.778
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2035,8676.759
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2035,19616.249
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2035,37500.29
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2035,89325.447
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2035,22105.212
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2035,23862.631
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2035,33507.371
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2035,80637.735
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2035,11570.433
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2035,23098.385
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2035,30390.184
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2035,78156.476
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2035,9088.054
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2035,14663.338
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2035,18398.629
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2035,69081.034
"All","All","net per capita cash",2035,33684.297
"Age","62-69","net per capita cash",2035,35777.289
"Age","70-74","net per capita cash",2035,34352.19
"Age","75-79","net per capita cash",2035,31656.935
"Age","80-84","net per capita cash",2035,33223.281
"Age","85+","net per capita cash",2035,30194.609
"Sex","Female","net per capita cash",2035,33308.569
"Sex","Male","net per capita cash",2035,34113.771
"Education","1.High School Dropout","net per capita cash",2035,15395.263
"Education","2.High School Graduate","net per capita cash",2035,26581.718
"Education","3.Some College","net per capita cash",2035,34905.074
"Education","4.College Graduate","net per capita cash",2035,47239.491
"Race Ethnicity","1.White","net per capita cash",2035,37743.129
"Race Ethnicity","2.Black","net per capita cash",2035,26024.485
"Race Ethnicity","3.Hispanic","net per capita cash",2035,22179.548
"Race Ethnicity","4.Other","net per capita cash",2035,30416.231
"Marital Status","Married","net per capita cash",2035,32804.698
"Marital Status","Widowed","net per capita cash",2035,36370.355
"Marital Status","Divorced","net per capita cash",2035,34030.177
"Marital Status","Single","net per capita cash",2035,32920.608
"Shared Work Years","0-9","net per capita cash",2035,4777.357
"Shared Work Years","10-14","net per capita cash",2035,11118.61
"Shared Work Years","15-19","net per capita cash",2035,15173.783
"Shared Work Years","20-24","net per capita cash",2035,18795.183
"Shared Work Years","25-29","net per capita cash",2035,21537.265
"Shared Work Years","30-34","net per capita cash",2035,25085.863
"Shared Work Years","35-39","net per capita cash",2035,29578.677
"Shared Work Years","40+","net per capita cash",2035,43040.769
"Own Work Years","0-9","net per capita cash",2035,11096.066
"Own Work Years","10-14","net per capita cash",2035,16479.826
"Own Work Years","15-19","net per capita cash",2035,19121.748
"Own Work Years","20-24","net per capita cash",2035,20230.044
"Own Work Years","25-29","net per capita cash",2035,21956.298
"Own Work Years","30-34","net per capita cash",2035,25177.481
"Own Work Years","35-39","net per capita cash",2035,27537.175
"Own Work Years","40+","net per capita cash",2035,41953.934
"Shared Income Quintile","bottom quintile","net per capita cash",2035,7429.782
"Shared Income Quintile","2nd quintile","net per capita cash",2035,17256.65
"Shared Income Quintile","3rd quintile","net per capita cash",2035,27556.937
"Shared Income Quintile","4th quintile","net per capita cash",2035,41926.99
"Shared Income Quintile","top quintile","net per capita cash",2035,74256.899
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2035,11335.98
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2035,20909.427
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2035,30407.885
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2035,41532.704
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2035,64239.271
"Homeownership","Home Owner","net per capita cash",2035,37530.222
"Homeownership","Renter","net per capita cash",2035,19611.172
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2035,2700.041
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2035,12088.965
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2035,21848.423
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2035,53362.871
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2035,14977.579
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2035,16526.51
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2035,22966.704
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2035,46053.74
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2035,10567.366
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2035,19722.41
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2035,25944.247
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2035,41835.049
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2035,8532.927
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2035,12580.218
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2035,15485.399
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2035,39779.307
"All","All","per capita annuity",2045,70784.683
"Age","62-69","per capita annuity",2045,73616.284
"Age","70-74","per capita annuity",2045,72907.956
"Age","75-79","per capita annuity",2045,65705.474
"Age","80-84","per capita annuity",2045,60918.721
"Age","85+","per capita annuity",2045,76714.341
"Sex","Female","per capita annuity",2045,66828.042
"Sex","Male","per capita annuity",2045,75293.929
"Education","1.High School Dropout","per capita annuity",2045,27370.111
"Education","2.High School Graduate","per capita annuity",2045,51928.26
"Education","3.Some College","per capita annuity",2045,63680.241
"Education","4.College Graduate","per capita annuity",2045,107897.368
"Race Ethnicity","1.White","per capita annuity",2045,83979.488
"Race Ethnicity","2.Black","per capita annuity",2045,44738.911
"Race Ethnicity","3.Hispanic","per capita annuity",2045,43830.916
"Race Ethnicity","4.Other","per capita annuity",2045,65051.565
"Marital Status","Married","per capita annuity",2045,68066.448
"Marital Status","Widowed","per capita annuity",2045,78445.282
"Marital Status","Divorced","per capita annuity",2045,74819.861
"Marital Status","Single","per capita annuity",2045,66314.5
"Shared Work Years","0-9","per capita annuity",2045,9325.676
"Shared Work Years","10-14","per capita annuity",2045,19274.634
"Shared Work Years","15-19","per capita annuity",2045,25691.595
"Shared Work Years","20-24","per capita annuity",2045,34717.993
"Shared Work Years","25-29","per capita annuity",2045,38653.659
"Shared Work Years","30-34","per capita annuity",2045,48566.374
"Shared Work Years","35-39","per capita annuity",2045,56943.005
"Shared Work Years","40+","per capita annuity",2045,93825.362
"Own Work Years","0-9","per capita annuity",2045,22263.482
"Own Work Years","10-14","per capita annuity",2045,29580.563
"Own Work Years","15-19","per capita annuity",2045,35393.176
"Own Work Years","20-24","per capita annuity",2045,35807.552
"Own Work Years","25-29","per capita annuity",2045,42699.078
"Own Work Years","30-34","per capita annuity",2045,46713.281
"Own Work Years","35-39","per capita annuity",2045,54124.027
"Own Work Years","40+","per capita annuity",2045,91289.98
"Shared Income Quintile","bottom quintile","per capita annuity",2045,12253.797
"Shared Income Quintile","2nd quintile","per capita annuity",2045,25819.234
"Shared Income Quintile","3rd quintile","per capita annuity",2045,42268.868
"Shared Income Quintile","4th quintile","per capita annuity",2045,70521.076
"Shared Income Quintile","top quintile","per capita annuity",2045,203072.346
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2045,19387.024
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2045,34917.412
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2045,51096.206
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2045,77311.253
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2045,171220.483
"Homeownership","Home Owner","per capita annuity",2045,81631.267
"Homeownership","Renter","per capita annuity",2045,36053.309
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2045,11671.287
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2045,22905.977
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2045,41074.015
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2045,113518.625
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2045,26668.948
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2045,27739.617
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2045,36600.185
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2045,97147.341
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2045,17456.027
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2045,28559.035
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2045,38172.066
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2045,96003.966
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2045,13641.647
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2045,18111.604
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2045,22476.161
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2045,84105.221
"All","All","per capita cash",2045,46450.555
"Age","62-69","per capita cash",2045,51487.274
"Age","70-74","per capita cash",2045,52012.463
"Age","75-79","per capita cash",2045,46221.47
"Age","80-84","per capita cash",2045,38826.116
"Age","85+","per capita cash",2045,37614.066
"Sex","Female","per capita cash",2045,45088.829
"Sex","Male","per capita cash",2045,48002.467
"Education","1.High School Dropout","per capita cash",2045,21054.794
"Education","2.High School Graduate","per capita cash",2045,37079.002
"Education","3.Some College","per capita cash",2045,45288.154
"Education","4.College Graduate","per capita cash",2045,64897.573
"Race Ethnicity","1.White","per capita cash",2045,52582.799
"Race Ethnicity","2.Black","per capita cash",2045,36335.452
"Race Ethnicity","3.Hispanic","per capita cash",2045,32840.178
"Race Ethnicity","4.Other","per capita cash",2045,43085.576
"Marital Status","Married","per capita cash",2045,46302.23
"Marital Status","Widowed","per capita cash",2045,48343.305
"Marital Status","Divorced","per capita cash",2045,47565.087
"Marital Status","Single","per capita cash",2045,43289.083
"Shared Work Years","0-9","per capita cash",2045,8482.447
"Shared Work Years","10-14","per capita cash",2045,15747.309
"Shared Work Years","15-19","per capita cash",2045,19566.255
"Shared Work Years","20-24","per capita cash",2045,23666.865
"Shared Work Years","25-29","per capita cash",2045,27778.317
"Shared Work Years","30-34","per capita cash",2045,34043.964
"Shared Work Years","35-39","per capita cash",2045,38658.858
"Shared Work Years","40+","per capita cash",2045,60072.439
"Own Work Years","0-9","per capita cash",2045,15815.423
"Own Work Years","10-14","per capita cash",2045,22705.243
"Own Work Years","15-19","per capita cash",2045,25037.992
"Own Work Years","20-24","per capita cash",2045,25912.177
"Own Work Years","25-29","per capita cash",2045,30929.54
"Own Work Years","30-34","per capita cash",2045,32568.143
"Own Work Years","35-39","per capita cash",2045,36999.671
"Own Work Years","40+","per capita cash",2045,58514.427
"Shared Income Quintile","bottom quintile","per capita cash",2045,10789.512
"Shared Income Quintile","2nd quintile","per capita cash",2045,21453.773
"Shared Income Quintile","3rd quintile","per capita cash",2045,33807.944
"Shared Income Quintile","4th quintile","per capita cash",2045,53619.797
"Shared Income Quintile","top quintile","per capita cash",2045,112588.795
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2045,15854.815
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2045,27240.548
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2045,38629.068
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2045,54549.037
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2045,95984.145
"Homeownership","Home Owner","per capita cash",2045,52380.028
"Homeownership","Renter","per capita cash",2045,27464.049
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2045,4673.619
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2045,15664.91
